en,nl,en-nl,nl-en
jelly,week,0,0.0113625299
jelly,gelei,0.1542873004,0.8864949304
jelly,insmeren,0,0.0212174618
jelly,zwerven,0.010396898,0
jelly,jam,0.0714604128,0.1293832795
jelly,verleiden,0.033323391,0
jelly,smurrie,0,0.0200079795
jelly,confituur,0,0.2499978583
prim,start,0.0277772646,0
prim,tijd,0.0174441221,0
prim,vorm,0.1111090582,0
prim,braaf,0.1111090582,0
prim,klaar,0.0174441221,0
prim,voorbereiden,0.0174441221,0
prim,verven,0.0277772646,0
prim,laden,0.0547767657,0
financial,financiën,0,0.0346920789
financial,louter,0,0.0150250342
financial,geldnood,0,0.2499359386
financial,financieel,0.3490956728,0.3560249509
crave,zin,0.0535633896,0
crave,nieuws,0.0416511583,0
crave,die,0,0.0269273621
crave,fijn,0.0119122313,0
crave,begeerte,0.0277396714,0.0665998709
crave,verlangen,0.1161234294,0.0194261653
crave,willen,0.0238244626,0
crave,forel,0.0105793942,0.0175769441
crave,smachten,0,0.0357515909
crave,vraag,0.0416511583,0
crave,hunkeren,0.1001293846,0.5063174432
envelope,envelop,0.3051941647,0.9461915847
envelope,zetten,0.0625269749,0.0178844907
envelope,omslag,0.029825367,0.391195615
envelope,omhulsel,0.0211341175,0
envelope,niet,0.0104420048,0
envelope,verhaal,0,0.0175239915
envelope,bezorgen,0.012505395,0
envelope,enveloppe,0.1292432572,0.8018054128
oath,schenden,0,0.0330014852
oath,erewoord,0,0.0204343738
oath,gelofte,0,0.0142027336
oath,zojuist,0,0.0165896518
oath,belofte,0.0101299136,0
oath,eden,0.0544482859,0
oath,zweren,0,0.014222567
oath,eed,0.3967103248,0.7971494072
co2,toenemen,0,0.0150090465
co2,co2,0.7155408392,0.8639861234
co2,procent,0.1667141243,0
permissive,heisa,0.125,0
permissive,tolerant,0.75,0.0716633243
sport,kerel,0.0420858878,0
sport,watersport,0,0.2630001828
sport,pub,0.0104548545,0
sport,lol,0.019489914,0.0283911239
sport,een,0.0322680695,0
sport,rugby,0,0.017502888
sport,sporter,0,0.0333333323
sport,klootzak,0,0.0391903628
sport,sportclub,0,0.387843016
sport,ukkie,0,0.1327468022
sport,blazer,0,0.0101989434
sport,manipuleren,0,0.0131565241
sport,sportwagen,0,0.8764668817
sport,sport,0.3338131793,0.604761967
sport,uit,0.0322680695,0
sport,bloederig,0,0.0111648671
sport,reus,0,0.0101199828
sport,sportdag,0,0.75
sport,boksen,0.0323326057,0
sport,sportauto,0,0.5104978951
sport,sportief,0.0551609419,0.2271635876
sport,sportman,0,0.057510812
sport,balsport,0,0.4999998425
sport,dood,0.0161340348,0
sport,sportveld,0,0.0826662682
sport,racewagen,0,0.1666317295
sport,breekbaar,0,0.1249267804
sport,baseball,0,0.0256030458
capital,kostelijk,0,0.0667061462
capital,hoofdstad,0.2168496825,0.5663151157
capital,afsnijden,0.0150045855,0.0286270467
capital,hoofdletter,0,0.3162956349
capital,fijn,0,0.0290455718
capital,kapitaal,0.042307047,0.4709419128
capital,ondernemer,0.0583707797,0.0124022393
capital,introduceren,0.0193000159,0.0153422089
capital,voortreffelijk,0.0147103779,0
capital,capitool,0.019770748,0.0666205837
capital,nodig,0.0588415118,0
capital,doodstraf,0,0.0536600542
capital,moord,0.019770748,0
restraint,beperking,0.0208559917,0.0182545564
restraint,eruit,0.0417119833,0
restraint,boeien,0.1353970979,0.0285023783
restraint,krijgen,0.0120130512,0
restraint,binden,0.0171019132,0
restraint,terughoudend,0,0.0197877684
restraint,uitoefenen,0.0834239667,0
restraint,handboei,0,0.2496255614
restraint,los,0.0511388916,0
restraint,terughoudendheid,0.0627348244,0.3326668407
restraint,dwangbuis,0,0.0159972107
restraint,kalmeringsmiddel,0,0.0107654219
restraint,vastmaken,0.0102611479,0.0227106467
restraint,zonder,0,0.0588638491
restraint,zelfbeheersing,0.0389589924,0.1734285711
oldman,marihuana,0.0562338468,0.1048649521
oldman,ingaan,0.0357397338,0
oldman,die,0.0499856416,0
part,beat,0,0.0181184983
part,fragment,0,0.0137409883
part,groep,0.0222501002,0.0417214063
part,kader,0,0.0221888773
part,knikker,0,0.099935153
part,staken,0,0.0108235397
part,aandeel,0,0.0238675767
part,binnenkort,0,0.0526383874
part,vlees,0.0227608078,0
part,ok,0.0222490789,0
part,bagger,0.0222045808,0
part,rollen,0,0.0206552467
part,waarnemen,0,0.0500216455
part,opvallen,0,0.011151952
part,stuk,0,0.0208695827
part,zelden,0,0.0554835089
part,geslacht,0,0.0250034608
part,uiteengaan,0,0.25
part,deelnemen,0,0.0568300995
part,zenuwslopend,0,0.0253481113
part,meedoen,0,0.0231957612
part,inleven,0,0.0362315527
part,lichaamsonderdelen,0,0.5035
part,streek,0,0.1959622174
part,part,0,0.2143019046
part,debet,0,0.0809181864
part,parts,0.0220265881,0.60113295
part,rol,0.0205614863,0.2364960707
part,onderdeel,0,0.4805842468
part,afscheid,0.0153519757,0
part,lid,0,0.0136466977
part,uiteen,0,0.0119886206
part,deeltijds,0,0.2499285157
part,scheiden,0,0.0151789823
part,deel,0.0780734642,0.4575947762
part,gedeeltelijk,0,0.1944168078
part,actief,0,0.1252874595
part,smerigheid,0,0.0187512539
part,puin,0,0.0416852953
part,lichaamsdeel,0,0.3307288455
part,al,0.0223158262,0
part,fonkelnieuw,0,0.5
part,brander,0,0.0106010633
part,piekfijn,0,0.0119867447
part,altijd,0,0.0240712556
part,onverstaanbaar,0,0.1250259116
part,regio,0,0.0155916919
part,deels,0,0.635276959
part,uitmaken,0,0.0464734651
part,ontzeggen,0,0.1667385299
part,gedeelte,0.0248575712,0.690775915
part,innerlijk,0,0.1389901591
part,bestemming,0.0222490789,0
part,wel,0,0.0230715011
part,droom,0,0.0153907833
part,tocht,0,0.1249487783
part,ja,0.0222490789,0
pep,oppeppend,0,0.5
pep,oppeppen,0,0.200040008
pep,niet,0.0334409375,0
pep,gedrevenheid,0.1001225675,0.0832916458
pep,babbel,0,0.0135067699
pep,aanmoediging,0,0.0221954712
pep,pep,0.3558356048,0.9308916442
pep,pit,0.0666816299,0.0140971118
pep,opbeuren,0,0.0286220596
scorpio,lobby,0.1109894807,0
scorpio,schorpioen,0.1185443202,0.0586586688
novice,geleerd,0.0104432031,0
novice,echt,0.019997623,0
novice,beginneling,0.0104432031,0
novice,waarderen,0.1110979058,0
novice,nieuweling,0.1770900618,0.0111869454
novice,beginner,0.04721661,0.0874340206
okay,opbergen,0,0.0398675563
okay,dankje,0,0.0307176739
okay,gangbaar,0,0.1654172914
okay,mono,0,0.0856818324
okay,motto,0,0.0106286152
okay,wegwezen,0,0.042236949
okay,ambassade,0.0183874372,0
okay,prima,0,0.0158595544
okay,gewoon,0.0184324217,0
okay,goedvinden,0,0.0200069152
okay,afruimen,0,0.0119984513
okay,racist,0,0.0115659546
okay,oke,0.0303775932,0.4014794333
okay,inhalen,0,0.0295878167
okay,bedelen,0,0.0145124829
okay,dorp,0,0.0382254583
okay,ariel,0,0.0142875128
okay,opstap,0,0.035748184
okay,thermometer,0,0.0166691882
okay,zuigen,0,0.1161959552
okay,part,0,0.0111650292
okay,losdoen,0,0.2856666667
okay,krik,0,0.0269817272
okay,zaterdag,0.0183884669,0
okay,zweden,0,0.0138293436
okay,mijnheer,0,0.0666630563
okay,even,0.0115465297,0
okay,dienstplicht,0,0.0224973728
okay,opjutten,0,0.1657219072
okay,daarbovenop,0,0.3303333047
okay,ok,0.0101799453,0.2389427218
okay,best,0,0.0410202198
okay,hobbelig,0,0.0229942514
okay,verjaardagskaart,0,0.0535369448
okay,goedkeuring,0,0.017370335
okay,akkoord,0,0.0126591404
okay,luchtweg,0,0.0833332859
okay,aansluiten,0,0.0168334454
okay,vertellen,0.012282808,0
okay,kleedkamer,0,0.1260882917
okay,misbruik,0,0.0174940187
okay,vampier,0,0.083306192
okay,vink,0,0.0241625526
okay,spetter,0,0.0617335101
okay,muzikant,0,0.0166683474
okay,poffer,0,0.9999627014
okay,goed,0.0773727158,0.0507134948
okay,gas,0,0.0665699745
okay,aankunnen,0,0.0159973691
okay,jarig,0.0183874372,0
okay,commissie,0,0.0997564352
okay,oké,0.2449225911,0.3982343554
okay,ontrouw,0,0.0244787486
okay,natuurlijk,0,0.0135286668
okay,daar,0,0.0108414608
okay,bovenop,0,0.0190053917
okay,orde,0.0521392257,0.1560008031
okay,toevoegen,0,0.0143162981
okay,klemmen,0,0.0213866135
okay,sojamelk,0,0.1212488803
okay,somber,0,0.0222503985
okay,duim,0,0.0555896068
okay,kruik,0,0.0363318693
okay,langs,0,0.0321570909
okay,heel,0,0.0154075584
okay,exit,0,0.0144027025
okay,opknappen,0,0.0626032146
okay,astma,0,0.0237277312
okay,zorgeloos,0,0.0103319908
okay,doenbaar,0,0.1249997044
okay,foutloos,0,0.0135143353
okay,ziezo,0,0.1189662995
okay,snoepen,0,0.0131995703
okay,overleg,0,0.145272628
okay,stilliggen,0,0.0208010608
okay,correctie,0,0.0179890512
okay,her,0,0.0159979244
okay,intekenen,0,0.1666637212
okay,mozaïek,0,0.0837289947
okay,outfit,0,0.0147818682
mansion,suite,0,0.0110077025
mansion,herenhuis,0.0656512701,0.7996487236
mansion,wonen,0.0257112864,0
mansion,dakappartement,0,0.821
mansion,gouverneur,0.0240151271,0
mansion,landhuis,0.0307821234,0.2029227028
mansion,landgoed,0,0.0264922326
mansion,villa,0.0364957427,0.0737032817
mansion,zwembad,0.0249256638,0
mansion,paranormaal,0.03571012,0.0277536201
mansion,woonhuis,0,0.1249973876
mansion,huis,0.084204463,0
debt,betalen,0.0129731588,0
debt,schuld,0.2386181502,0.074019194
debt,openstaan,0,0.0255894081
debt,klaploper,0.0512606123,0.1111048409
debt,prijs,0.0170697839,0
debt,roger,0,0.0171757684
debt,tegoed,0,0.0315263498
debt,krijt,0.0117411151,0.0447104748
debt,aflossen,0,0.0238392168
debt,aardigheid,0,0.0373084276
originate,diep,0.0154473633,0
originate,origine,0,0.025506255
originate,oorsprong,0.010890947,0
originate,vandaan,0.2629385725,0
originate,uit,0.0557883193,0
originate,steeds,0.0553437908,0
originate,voort,0.0155584954,0
originate,besmetting,0.0155584954,0
originate,mits,0.0154473633,0
originate,aanval,0.0370069927,0
originate,ontstaan,0.0108909469,0
blubber,vet,0.138933683,0
blubber,blubber,0.138933681,0.181272909
blubber,praten,0.0832935738,0
turkey,ontdooien,0.0146360451,0.1424184673
turkey,inzouten,0,0.814
turkey,lummel,0,0.0103477731
turkey,abrupt,0,0.2001413242
turkey,afkicken,0,0.0138517058
turkey,kerstmis,0.0100512599,0
turkey,weghalen,0.0587792975,0.1250900262
turkey,miskleun,0.0591907526,0.3038411838
turkey,turkije,0.0546059674,0.7810777555
turkey,kalkoen,0.4676480909,0.7426909102
file,archief,0,0.1182827823
file,map,0,0.1614030852
file,aanpassen,0,0.0123150701
file,aanvragen,0,0.0171878219
file,materiaal,0.0121163467,0
file,spraakzaam,0,0.0999430524
file,file,0.0349923983,0.2338095211
file,mailen,0,0.0419928724
file,aanvraag,0,0.0270126275
file,dit,0.027789786,0
file,paperassen,0,0.0400110175
file,ontslag,0.027789786,0
file,klasseren,0,0.4501496206
file,spitten,0,0.0825604851
file,folder,0,0.0365764798
file,kenya,0,0.0138356393
file,prompt,0,0.0560140563
file,dossier,0.1915456019,0.6033018928
file,vijl,0,0.521653208
file,indienen,0,0.3420625096
file,best,0,0.0192758702
file,laurent,0,0.0161426559
file,porren,0,0.0238411538
file,gelid,0,0.03125
file,kopiëren,0,0.0285634658
file,casus,0,0.1163617242
file,aangifte,0,0.0364823478
file,bestand,0.0206756008,0.6166134835
file,inkijken,0,0.1228355976
file,onverantwoord,0,0.0665728622
file,document,0,0.1719251667
file,inzien,0,0.0119275203
file,bijwerken,0,0.011245833
radiation,meteoriet,0.0332819332,0.0153972605
radiation,radioactiviteit,0,0.0730486991
radiation,hebben,0.0999457454,0
radiation,meer,0.0140923501,0.0274447099
radiation,radioactief,0,0.0207872969
radiation,straling,0.4687455461,0.7694931046
radiation,huidziekte,0,0.2435
radiation,stralen,0,0.0401776138
row,vlechten,0,0.0132026396
row,kabaal,0,0.0200068861
row,roeien,0.0846728041,0.2982822435
row,vooraan,0,0.0219859482
row,roeiboot,0,0.0805836829
row,perfect,0,0.0588161962
row,volgorde,0,0.1427227382
row,plagiaat,0.0357269215,0
row,wagon,0,0.0245611039
row,doodstraf,0,0.0321960325
row,elkaar,0.0155054839,0
row,peddelen,0,0.0411749549
row,rij,0.144336763,0.3377812728
row,ruzie,0.0174347377,0
row,radio,0,0.055555794
row,roeier,0,0.0219999913
row,achterbuurt,0,0.0500158562
trashy,dan,0.0125111182,0
trashy,rotzooi,0.0140124524,0
trashy,ervan,0.0187666773,0
trashy,halen,0.0257729034,0
trashy,goedkoop,0.1448787484,0
trashy,sletterig,0.0397853558,0.0499899867
trashy,troep,0.0470418043,0
trashy,nietsnut,0.0140124524,0
trashy,smerig,0.0282751271,0
trashy,waardeloos,0.1333685197,0
trashy,verleden,0.0140124524,0
tolerance,verdraagzaamheid,0.0550840529,0.7677499987
tolerance,tolerantie,0.3275051854,0.8873986676
tolerance,grens,0.0110967874,0
tolerance,walgen,0,0.0180022071
tolerance,gedogen,0,0.1249999999
tolerance,nultolerantie,0.1062692344,0.6895
gook,onzin,0.0384680483,0
gook,weg,0.0769360966,0
gook,spleetoog,0.0665497235,0.0805683801
gook,ok,0.0769360966,0
gook,lijken,0.0384680483,0
gook,aziaat,0,0.0109974476
gook,lol,0.0384680483,0
gook,sergeant,0.0769360966,0
gook,omlaag,0,0.0136967664
herbal,ijzer,0.0120461413,0
herbal,afzetmarkt,0,0.2045
herbal,kruiden,0.0739556923,0.0148071076
herbal,mij,0.0114929792,0
pleat,opbeuren,0,0.0194149635
pleat,tijdelijk,0.083344571,0
pleat,plooi,0.0555074843,0.0376163757
witchcraft,academie,0.121606864,0
witchcraft,toveren,0,0.0104041031
witchcraft,magie,0.016622521,0
witchcraft,bezighouden,0.0119982106,0.0176666852
chorus,refrein,0.1177000807,0.6183332918
chorus,koorknaap,0,0.0833333333
chorus,look,0,0.0769391244
chorus,ongemakkelijk,0.0110031237,0
chorus,strofe,0,0.469
chorus,bidden,0.0833569977,0
chorus,beat,0.0833569977,0
chorus,god,0.0737709429,0
chorus,van,0.0110031237,0
chorus,orkest,0,0.0112070606
chorus,koor,0.0674358111,0.0860280588
chorus,belangstelling,0,0.0154856044
hound,opschepper,0.0130510743,0
hound,dat,0.0108758953,0
hound,zitten,0.0106148738,0
hound,misdaan,0,0.0112016711
hound,speurhond,0,0.0833275965
hound,hond,0.1723176844,0
hound,jager,0.0109193988,0
hound,kippenhok,0,0.0114023432
hound,jachthond,0.0276247739,0.7081040458
hound,glorie,0.043503581,0
hound,gelijk,0.043503581,0
hound,losmaken,0.0203161723,0
hoot,snars,0,0.051665175
hoot,doen,0.0512576176,0
hoot,flater,0,0.0373046617
hoot,schreeuwen,0.0159305209,0
hoot,fijn,0.0156639013,0
hoot,lollig,0.0666548994,0
hoot,mop,0.0133309799,0.0249892856
hoot,capabel,0,0.0285826363
hoot,toet,0.0133309799,0.1
hoot,grapjas,0.0265286499,0
hoot,grappig,0.0133309799,0
hoot,mama,0.0666548994,0
hoot,oehoe,0.0333274497,0.0999990994
hoot,belangrijk,0.0166637248,0
hoot,uitleg,0.0666548994,0
hoot,leuk,0.0281950224,0
hoot,schelen,0.0114646427,0
poem,gedicht,0.4667982481,0.7733714088
poem,voorlezen,0.0588342517,0.1428016405
poem,heel,0.0588342517,0
poem,bundel,0,0.0556072795
ant,gp,0.0454665692,0
ant,mier,0.1745461593,0.9400161836
ant,wespennest,0.0226878181,0.0227437938
ant,ongedierte,0.0113666423,0
ant,verpleegster,0,0.032260619
ant,maken,0.0227332846,0
ant,mierenhoop,0,0.039489123
ant,keer,0.0220058195,0
ant,snuiven,0,0.0149922088
ant,vrijlaten,0.0227332846,0.1000160623
million,dollar,0.0154011925,0.0132942758
million,ontelbaar,0,0.0189559313
million,zijn,0.0105908294,0
million,miljoen,0.4061797161,0.5919799865
million,bezetter,0,0.0316533703
million,do,0,0.0488064528
million,winnen,0.0104240447,0
million,uitpikken,0,0.231
million,steenrijk,0,0.0249919958
million,schadevergoeding,0.0104240447,0.1429171326
million,donatie,0.0208480895,0
million,bloem,0,0.0212660266
million,miljonair,0,0.0151752044
million,onderwijzer,0,0.0175087543
million,jong,0,0.032852865
million,euros,0.0180961417,0.0128320244
valise,valies,0.25,0.0555531128
papa,smurf,0,0.0328114453
papa,vader,0.0137574621,0
papa,kerstfeest,0,0.0555952478
papa,papa,0.6682132467,0.128130834
papa,pappa,0,0.0216799599
papa,signatuur,0,0.0115986717
papa,pa,0,0.0282149303
pea,dop,0.0555716824,0.0352411326
pea,lieverd,0.028508273,0
pea,hartslag,0.0111143365,0
pea,vanzelf,0.0185053702,0
pea,erwtensoep,0.0230066765,0.8979998527
pea,pipi,0,0.0277569392
pea,dotje,0,0.1999999999
pea,erwt,0.0896926953,0.8940211958
pea,potdicht,0,0.0299715297
pea,jekker,0,0.2499838135
cure,remedie,0.0528760367,0.4245100042
cure,ruimen,0.0322808525,0
cure,genezing,0.0608816879,0.5976822203
cure,medicijn,0.0232744947,0.0506801355
cure,kuur,0,0.5083604394
cure,perfect,0.0322808525,0
cure,opheffen,0,0.0108552218
cure,tweetal,0.0115565452,0.029333295
cure,tegen,0.0322808551,0
cure,vaccin,0.0331847164,0.0145672169
cure,geneeskrachtig,0,0.25
cure,luiheid,0,0.0747686918
cure,dosis,0,0.0370048617
cure,middel,0.0137525567,0.1151871391
cure,polio,0,0.0144999964
cure,tuberculose,0,0.0625051547
cure,worden,0.0119820069,0
cure,behandeling,0.0115888261,0.0442900488
cure,genezen,0.1776427566,0.2643211871
cure,drogen,0.0207243073,0
cure,kater,0,0.0357093975
cure,geneesmiddel,0.0799933278,0.7445448478
cure,aanraking,0.0334429632,0
express,benadrukken,0,0.0269770497
express,meedelen,0,0.011999046
express,drukken,0.0190869497,0.0358408117
express,smorgens,0,0.025377425
express,gluiperig,0,0.0476666667
express,expres,0.0118043978,0.174939892
express,postkoets,0,0.0667321376
express,verliefdheid,0,0.0102555547
express,strekking,0,0.0699518908
express,woede,0.0246083616,0
express,uitdrukken,0.054976127,0.5596710245
express,uiten,0.0433145243,0.5550612791
express,uiting,0,0.1768061152
express,intercity,0,0.2494999999
express,sneltrein,0,0.1319987657
express,betoog,0,0.0132446606
express,welbespraakt,0,0.0277544407
express,uitbeelden,0,0.0659934138
express,gebruiken,0.0240371811,0
express,samenstellen,0,0.0101898683
express,verwoording,0,0.908
express,express,0.3447080034,0.8467649674
express,schoolbord,0,0.0310155058
hem,zoom,0.2193162546,0.0597431406
hem,doen,0.0211546721,0
hem,repareren,0.0211546721,0
hem,hem,0.1538521604,0.0131633474
hem,jezus,0.0119235424,0
hem,hoe,0.0377707054,0
hem,veranderen,0.012462025,0
motorbike,race,0.111135764,0
motorbike,brommer,0.0186708083,0.0353333332
motorbike,rijden,0.0266725833,0
motorbike,motor,0.2444989774,0.0209658555
motorbike,achterop,0,0.0415591403
motorbike,motorfiets,0.0690153094,0.1033333332
leech,bloedzuiger,0.1467965571,0.3027948512
leech,vernederen,0.0222560373,0
leech,parasiet,0.0141932214,0
leech,iemand,0.0128605245,0
leech,teek,0,0.0128326168
certificate,echtheid,0.0588681879,0
certificate,cadeaubon,0,0.5401398692
certificate,beneden,0.0196031066,0
certificate,akte,0,0.0148333356
certificate,attest,0,0.1429513462
certificate,acte,0,0.025663941
certificate,met,0,0.0274728616
certificate,wettelijk,0,0.0178624134
certificate,garantiebewijs,0,0.4999877503
certificate,certificaat,0.0606342335,0.6700527267
certificate,bevoegdheid,0.0125977922,0
procession,processie,0.3174582945,0.8886424277
procession,intocht,0.0132023387,0.0910454367
procession,stoet,0.1282227133,0.3060755822
procession,optocht,0.2338414226,0.0826861959
procession,binnenkomst,0.0182032245,0.0119986782
procession,schema,0.0182032245,0
procession,omgang,0.0182032245,0
procession,proces,0.0132023387,0
bugle,zit,0.0714265326,0
bugle,melden,0.0237850354,0.0806977663
bugle,niks,0.0211422537,0
bugle,sterven,0.0237850354,0.0337705436
bugle,bugel,0.1503528512,0.8749374687
bugle,trompet,0.0148567188,0
bugle,leger,0.0714265332,0
bugle,hoorn,0.0717122388,0.0857861322
clump,klomp,0,0.0166935827
clump,kluit,0,0.0667036151
clump,dicht,0.0439017331,0
clump,ontstaan,0.0131149442,0
clump,vertrouwd,0.0361216683,0
clump,vreemd,0.0194501291,0
clump,pluk,0,0.0115338076
clump,wandelen,0.1111435946,0
erotic,erotiek,0.1567273603,0.1448913314
erotic,erotisch,0.5840487227,0.9131955276
trachea,keel,0.1172474208,0
trachea,luchtpijp,0.4767691331,0.4850172668
trachea,trachea,0.1173585558,0.3749986163
normality,normaal,0.3335022161,0
malt,iets,0.0454607297,0
malt,likeur,0,0.0555178033
malt,melk,0.0909214594,0.0124924088
malt,whisky,0.0198208804,0
malt,alcoholvrij,0.0454607297,0.3335555091
malt,malt,0.36195833,0.8077965521
malt,mout,0.0606446134,0.2220740247
malt,milkshake,0.1211983054,0.1784728437
continue,bijschenken,0,0.021244673
continue,veder,0,0.4999999996
continue,hoog,0.0233082445,0.0500131214
continue,steeds,0,0.0604663404
continue,gaan,0.0154812195,0
continue,doorzetten,0,0.030633555
continue,stand,0,0.0103877002
continue,verder,0.0624686903,0.0224112328
continue,va,0.0233082445,0
continue,gaat,0.0104420936,0.047715954
continue,stoppen,0.0292518469,0
continue,door,0.1093674345,0
continue,barre,0,0.0146323924
continue,verdergaan,0,0.1070177765
continue,volbrengen,0,0.015392003
continue,voortmaken,0,0.0391837827
continue,beperken,0,0.0208662643
continue,vlakte,0,0.0103990919
continue,verkennen,0,0.0116650884
continue,aanhouden,0,0.0134856374
continue,zijn,0.0116541223,0
continue,uitspreken,0,0.0192862171
continue,voort,0.0149406559,0.0511455387
continue,voortgaan,0,0.049674868
continue,doorgaan,0.0313495889,0.0788732052
continue,grinniken,0,0.0700233411
continue,coöperatie,0,0.0557038025
continue,vervolgen,0,0.0101327634
continue,blijven,0.0130526169,0.0345634222
